University,Abbreviation,Department,Course title,Unit,Professor,Objective,Prerequisite,Required Skills,Outcome,References,Scores,Description,Projects,University Homepage,Course Homepage,Professor Homepage
University of Newcastle,NU,"History, Classics and Archaeology",Stuff: living in a material world,20,Dr Sophie Moore,"Why do you love your new phone? Why do we style our homes? Why do we care when some things are broken? What can you tell about a person from their shoes, their car, or even from their evening meal? This module aims to introduce students to ideas about people and their things. It is concerned with one of the most fundamental parts of our lives: our stuff. We will consider why and how people use things in their lives. We will interpret ways in which we use things and ways in which things can exert power over us. 

As humans we surround ourselves with things which play an important part in our lives whether we recognize them as significant or not. Graduates in a variety of careers need to be equipped to interpret the role of all kinds of objects in people’s lives. We will give you the skills to consider objects and people from different times and different places to help you to understand our contemporary world. This module will be of interest therefore to anyone who seeks to work with people and things in a range of disciplines and careers such as business, marketing, economics, film studies, english literature, heritage and tourism, geography, sociology, architecture, art, history, classics or archaeology.

This module will introduce students to the study of stuff (also known as material culture studies) through a series of thematic teaching sessions based on both lectures and workshops. Each week, we will introduce theories of material culture and examine the work of key scholars who have influenced thinking in material culture studies. Students will work together to reinforce and develop learning in practical sessions and assignments.",,,,,,"Each block contains two lectures and a seminar.

Key readings and multimedia material will be set in advance of each seminar to develop student's critical appraisal of material.

LECTURES impart core knowledge and an outline of the knowledge that students are expected to acquire and they stimulate development of listening and note taking skills.

SEMINARS/workshops encourage independent study and promote improvements in oral presentation, interpersonal communication, problem-solving skills and adaptability.","Assessment 1 Object Biography Podcast.  
Students are to script and perform a podcast (1000 words) on an object biography. This must be based on a single selected artefact.
Students will gain the research skills needed to write a critically informed study of their chosen artefact, while writing for a podcast aimed at the public. Thinking about their audience will enable students to develop their writing skills and delivering the podcast will enable them to practice skills in public speaking and producing publishable audio files. 
This piece of assessment must provide: 
1) a podcast script (with references and bibliography) 
2) a podcast sound file in MP3 format (with the student’s voiceover reading the submitted text)

Assessment 2 Assemblage research paper group project

Rationale for unusual weighting of word count: 
The research paper is group work, so in practice each individual student would not write more than the individual tariff limit of 2000 words to contribute to the 3000 word group project. If reduced to the standard 2000 word:10 credit ratio, individual students would write very little for 50% of their mark. The intention with the research project is to allow  students to build the skills required for a more substantial piece of work in a team, supported by each-other and the module leader before moving towards independent research design later in their degree programs.

Students will collaborate on a project in small groups in order to explore an assemblage or artefact type. 

Student teams will design a plan and timetable for their project, to be submitted with the assessment. 
Students will also reflect on experience of the project, and include this reflection with the research paper. 

The submitted work tests intended knowledge and skills outcomes,  develops key skills in research, reading and writing.

Formative assessment - Group Presentation

As part of designing and researching the group project, students will be given an oppourtunity to present their ideas to the class prior to the assessment period. This creates a mid-way point for the assignment, develops key skills in presenting ideas and public speaking, and gives students an oppourtunity to receive and act on feedback prior to the submission of their final assessment. 


All Erasmus students at Newcastle University are expected to do the same assessment as students registered for a degree.

Study-abroad, non-Erasmus exchange and Loyola students spending semester 1 only are required to finish their assessment while in Newcastle. This will take the form of an alternative assessment, as outlined in the formats below:

Modules assessed by Coursework and Exam:
The normal alternative form of assessment for all semester 1 non-EU study abroad students will be one essay in addition to the other coursework assessment (the length of the essay should be adjusted in order to comply with the assessment tariff); to be submitted no later than 12pm Friday of week 12. The essays should be set so as to assure coverage of the course content to date. 

Modules assessed by Exam only:
The normal alternative form of assessment for all semester 1 non-EU study abroad students will be two 2,000 word written exercises; to be submitted no later than 12pm Friday of week 12.   The essays should be set so as to assure coverage of the course content to date. 

Modules assessed by Coursework only:
All semester 1 non-EU study abroad students will be expected to complete the standard assessment for the module; to be submitted no later than 12pm Friday of week 12.   The essays should be set so as to assure coverage of the course content to date. 
Study-abroad, non-Erasmus exchange and Loyola students spending the whole academic year or semester 2 are required to complete the standard assessment as set out in the MOF under all circumstances.",https://www.ncl.ac.uk/,http://www.ncl.ac.uk/mobility/experience-newcastle/humanities/his/,
University of Newcastle,NU,"History, Classics and Archaeology",Global Ancient Histories,20,Dr John Holton,"This module aims to look beyond ancient Greece and Rome and investigate a range of global ancient histories, prior to c. 500 CE (though this will be a flexible boundary). This global focus is in concert with the School-wide aim of supplementing traditional focuses with new, inclusive ways of thinking about the world’s historical past. Drawing on wide interests and expertise across the School, this module aims to explore significant historical issues in global antiquity and their recurrent or connected place in a diversity of regions and cultures. Methodologically, this module is committed to investigating evidence from the widest possible range of sources and viewpoints, and to contextualising and interpreting that evidence through exposure to interdisciplinary approaches (including various theoretical models). Overall, this module aims to promote the development of a broader and enhanced perspective on ancient history and to provoke a reassessment of traditional boundaries in our knowledge and understanding of the world’s past.",,,,,,"Lectures and non-synchronous lecture materials will introduce topics and provide expert orientation and exposition on a broad range of themes and issues, supplemented by the module reading list. In-person lectures will provide opportunities for dialogue, while lecture materials can be reviewed at any time across the week and revisited numerous times afterwards. In the event that on-campus sessions need to be reduced, there is the capacity to present recorded materials asynchronously and retain timetabled slots for live discussion of these materials. 

Seminars will also consolidate the learning progress from lectures, lecture materials, and weekly readings by enabling students to focus on connected issues and material in greater depth. Seminars will be student-led and facilitated by teaching staff, and will hinge upon group discussion and debate about materials circulated in advance (for example, sets of evidence, scholarship, and questions). In the event that on-campus sessions need to be reduced, there is the capacity to hold live seminar discussions online and retain timetabled slots.","Both of the assessment components are intended to assess progress against the module’s intended learning outcomes. The essay (a 2,000-word piece of work responding to a question chosen by the student from a pre-circulated set of options), is intended to allow the student to demonstrate the entire range of the knowledge and skills outcomes, while the portfolio (1,500 words, reflecting on certain weekly content) more specifically gives the opportunity to practise attainment against the skills outcomes. The computer assessment (weekly Canvas tests) is a formative component that helps to establish understanding of key topics in the module in a way that supports completion of the two summative components.

All Erasmus students at Newcastle University are expected to do the same assessment as students registered for a degree.

Study-abroad, non-Erasmus exchange and Loyola students spending semester 1 only are required to finish their assessment while in Newcastle. Where an exam is present, an alternative form of assessment will be set and where coursework is present, an alternative deadline will be set.  Details of the alternative assessment will be provided by the module leader.",https://www.ncl.ac.uk/,http://www.ncl.ac.uk/mobility/experience-newcastle/humanities/his/,
University of Newcastle,NU,"History, Classics and Archaeology",Historical Sources and Methods,20,Dr Shane McCorristine,"This module introduces students to the raw materials upon which historical research is based, namely primary sources produced at the time, to encourage critical engagement with these sources, and familiarise students with a range of methods and techniques necessary to examine and interpret primary sources as historical evidence. 

While historical research frequently draws on the ideas, arguments and interpretations of other scholars, it ultimately rests on a deep and critical engagement with primary materials.  Original documents take a wide variety of forms, ranging from texts (like letters, diaries, legislation, and official reports), to visual sources (such as paintings, posters, photographs, satirical cartoons), to the material traces of the past (objects, buildings and landscapes).

The approach is not intended to be exhaustive, the rich array of primary evidence is one of the many things that makes history such a dynamic and interesting discipline, but aims to ground students in the types of source they will most commonly encounter over the course of an undergraduate degree, and to equip them with the analytical tools to critically evaluate primary sources.  We recognise that many students (although not all) will have some basic introduction to basic source analysis skills (perhaps based on thinking on who, what, when and why was produced), but this module aims to deepen and consolidate these approaches.

On successful completion of the module students will have a more critical and nuanced understanding of the circumstances in which particular sources were produced, as well as how, when, and with what purposes historians might turn to them.  Most importantly, students will appreciate that primary sources, irrespective of the forms they take, are far from transparent windows on the past.  Indeed, the primary documents available to us are a very imperfect historical record.  They are often highly mediated and selective records, shaped by decisions at the time as to what information was important, and how to record it, as well as subsequent decisions taken by archivists and other gatekeepers about what records to preserve, and how to organise that material.  Evidence then rarely, if ever, speaks for itself.  Yet with careful examination, contextualisation, and interpretation they can form the basis for research.  This module will give students the knowledge, methods, skills, experience and confidence to draw more fully on primary evidence in their work at this and subsequent stages of the degree.

Specifically, the module will 
•        introduce students in a supported way to some of the basic typologies of primary source materials, most notably, archival/textual, visual, aural/oral, material, and particular forms of source material within these categories.
•        Develop the critical source analysis skills required at undergraduate level, including how to identify the key features and provenance of sources
•        Introduce students to a variety of techniques in engaging with primary sources e.g. reading against the grain, placing sources into context, triangulation between sources.
•        Give students experience of how to find and access primary materials, particularly in online / digitised resources freely available, and the resources hosted and subscribed to by the university.
•        Be introduced to the University’s Special Collections & Archives team and their collections as a key resource for their three years at Newcastle; 
•        teach students how to reference different types of primary sources, and where to look for information about specific referencing practices
•        Develop the students’ abilities and confidence in writing a research essay based on primary sources.
•        link the content and approach of this module to Evidence & Argument, complementing its focus on historiography through an examination of the methodologies required to work with particular forms of source material.",,,,,,"As a Stage 1 module, aside from an in-depth understanding of the content of the module, the teaching methods, which focus on small group work, presentational and oral skills, team work, online lecture delivery and independent research and writing, relate to the core learning outcomes of supporting students in developing sophisticated research skills across a wide range of sources, being able to synthesise the information they collect and form convincing and coherent arguments. 

Independent learning is essential to this module: students are expected to develop skills of source evaluation, critical reading and note-taking in an independent and effective manner. Seminar teaching complements these skills by allowing students the opportunity to share and debate information gathered independently. Moreover, a significant part of seminar teaching will test the development of primary source analysis and problem solving.

Small group teaching will allow the students to explore ideas and patterns together in a structured way, and great emphasis will be placed on primary sources and their interpretation. Online lectures will enable students to learn about a new source type each week and thereby complement and inform the work they are doing in seminars. A workshop with teaching staff will help them engage with materials drawn from Special Collections, giving some insight into the wealth of documents on the doorstep and encouraging the further use of SC in their degree. Students will be supported in their assessments and progress through drop-in surgeries where they can bring any academic issues to the SL for discussion.","This module (1) supports and assesses student progression to university and (2) endeavours to support their skills development, including academic and employability. 

The formative written exercise introduces students to the practice of writing a source analysis/commentary of a primary document/image/material. This is intended to develop their skills in summarising, contextualising, and interpreting a source within a limited word count. The formative written exercise which precedes this will give students a chance to practice this and work with the feedback provided by their seminar leaders. 

The research essay introduces students to the nature of independent engagement with primary sources databases at university level. They will be given some choice in deciding with primary source database/document they would like to interrogate (all provided via links on Canvas) and the task is to craft some arguments out of these sources. This will put the students on a pathway to a more confident relationship with primary source materials.",https://www.ncl.ac.uk/,http://www.ncl.ac.uk/mobility/experience-newcastle/humanities/his/,
University of Newcastle,NU,"History, Classics and Archaeology",History Lab I,20,Dr Fergus Campbell,"History Lab I (and its semester two counterpart, History Lab II) is a historical survey taught through case studies. The goal is to teach – and learn – through meaningful microcosm, rather than attempt a whistle-stop tour of everything.

Across the two modules, each member of staff will give three interconnected lectures on a specific case-study from their field: one lecture about a discrete moment/event/issue and its attendant historiography, a second lecture that features primary sources on the same, and a third lecture that features public or private representations of that event as a basis for methodological issues. The integration of these differing dimensions will showcase how historians think and work by highlighting examples of differing historical interpretations and ongoing negotiations with the past.

A key aim of the module is to support students in developing strategies for independent learning: specifically, how to get up to speed with unfamiliar topics quickly. The formative assessments will be geared towards a) summarizing the argument and methodology outlined in the lectures, and b) contextualising the events or people of the case studies in time and space.",,,,,,"LECTURES will enable students to gain a wider sense of historical argument and debate and how such debates operate, which also allows them to develop comparisons between different historiographical debates.

Q and A sessions will enable students to ask the lecturers questions about their lectures in a live PiP setting - chaired by the ML - and this will take the form of a kind of lecture with a strongly interactive dimension with the students.","Submitted work tests intended knowledge and skills outcomes, develops key skills in research, reading and writing.

As formative assessment, students are encouraged to write a position paper of 1000 words each week and to select one to submit for the formative assessment. At the end of the semester, students will need to choose 3 out of the papers to submit as their summative assessment, having had the chance to revise them based on their participation in the Q and A/interactive lecture discussion which will also allow the imparting of feedback on the formative assessment.

Study-abroad, non-Erasmus exchange and Loyola students spending semester 1 only are required to finish their assessment while in Newcastle. Where an exam is present, an alternative form of assessment will be set and where coursework is present, an alternative deadline will be set.  Details of the alternative assessment will be provided by the module leader.",https://www.ncl.ac.uk/,http://www.ncl.ac.uk/mobility/experience-newcastle/humanities/his/,
University of Newcastle,NU,"History, Classics and Archaeology",History Lab II,20,Professor Jeremy Boulton,"History Lab II (like its semester one counterpart, History Lab I) is a historical survey taught through case studies. The goal is to teach – and learn – through meaningful microcosm, rather than attempt a whistle-stop tour of everything.

Across the two modules, each member of staff will give three interconnected lectures on a specific case-study from their field: one lecture about a discrete moment/event/issue and its attendant historiography, a second lecture that features primary sources on the same, and a third lecture that features public or private representations of that event as a basis for methodological issues. The integration of these differing dimensions will showcase how historians think and work by highlighting examples of differing historical interpretations and ongoing negotiations with the past.

A key aim of the module is to support students in developing strategies for independent learning: specifically, how to get up to speed with unfamiliar topics quickly. The formative assessments will be geared towards a) summarizing the argument and methodology outlined in the lectures, and b) contextualising the events or people of the case studies in time and space.",,,,,,"LECTURES will enable students to gain a wider sense of historical argument and debate and how such debates operate, which also allows them to develop comparisons between different historiographical debates.

Q and A sessions will enable students to ask the lecturers questions about their lectures in a live PiP setting - chaired by the ML - and this will take the form of a kind of lecture with a strongly interactive dimension with the students.","Submitted work tests intended knowledge and skills outcomes, develops key skills in research, reading and writing.

As a formative assessment, students can write a 'practice' position paper of 1000 words by choosing one of the position papers set within the first half of the semester. This formative assessment will not receive a mark but feedback will be provided. This formative assessment can be resubmitted as one of the three position papers which constitutes the summative assessment at the end of the module. This summative assessment is a portfolio of three position papers chosen from all of the case studies offered over the course of the module.  

Position papers are short pieces of academic writing in response to a set question. They requires students to express an opinion and provide evidence as to why they are taking that particular stance. For each weekly case study, students are provided with two position papers which relate to the topic and sources at hand.",https://www.ncl.ac.uk/,http://www.ncl.ac.uk/mobility/experience-newcastle/humanities/his/,
University of Newcastle,NU,"History, Classics and Archaeology",Public History,20,Dr Lauren Darwin,"This module will introduce students to ideas and practices of public history, and critically engage with some approaches. Students will begin to develop some of the key skills of public historians, especially in regards to communication and collaboration.",,,,,,"LECTURES: enable students to gain a wider sense of historical argument and debate.

WORKSHOPS: Workshops will focus on key practical skills associated with Public History, including: critical analysis and different forms of public communication. 

SURGERY TIME: Module leader designated drop in sessions.

SEMINARS: weekly seminars are an opportunity for students to consolidate their learning. They encourage independent study and promote improvements in oral presentation, interpersonal communication, problem-solving skills, research skills and adaptability.","Assessment will be by (a) a blog post reflecting an example of public history (b) an individual presentation on an aspect of public history (c) a final essay problematising public history and its central questions.

This combination is designed to assess students' skills in presenting information to a public audience (both orally and in writing) in addition to the more traditional essay style format which will assess critical thinking, academic reasoning and execution.

Submitted work tests intended knowledge and skills outcomes, develops key skills in research, reading and writing.

All Erasmus students at Newcastle University are expected to do the same assessment as students registered for a degree.
Study-abroad, non-Erasmus exchange and Loyola students spending semester 1 only are required to finish their assessment while in Newcastle. This will take the form of an alternative assessment, as outlined in the formats below:

Modules assessed by Coursework only:
All semester 1 non-EU study abroad students will be expected to complete the standard assessment for the module; to be submitted no later than 12pm Friday of week 12. The essays should be set so as to assure coverage of the course content to date. 

Study-abroad, non-Erasmus exchange and Loyola students spending the whole academic year or semester 2 are required to complete the standard assessment as set out in the MOF under all circumstances.",https://www.ncl.ac.uk/,http://www.ncl.ac.uk/mobility/experience-newcastle/humanities/his/,
University of Newcastle,NU,"History, Classics and Archaeology",What is History For?,20,Dr Adam Morton,"This module has four aims:

1) to introduce students to the development of History as an academic discipline and different types of History (political,
global, social, cultural, gender, post-colonial, and so on);
2) to compare and contrast different approaches to, and uses of, historical writing in different periods and regions;
3) in doing so, to make them consider the role of power-relations and cultural context in shaping the types of historical
knowledge produced by a given culture;
4) and to challenge students to engage with on-going methodological problems and debates in the discipline.",,,,,,"LECTURES impart core knowledge and an outline of knowledge that students are expected to acquire and they stimulate development of listening and note-taking skills. They explain historical concepts and set out historical debates and problems. They introduce a range of source material and set out and help to evaluate its historical context and worth. Listening and note taking are practiced in lectures. The lectures for 2022-23 will develop these same skills. In the event that on-campus sessions need to be reduced, there is the capacity to present recorded materials asynchronously and retain timetabled slots for live discussion of these materials

SEMINARS encourage independent study and promote improvements in oral presentation, interpersonal communication, problem-solving skills and adaptability. The seminars on this module will be focused, helping stage 1 students to work through key texts, they will complement and develop skills in critical reading, note taking, analysis, and argument which students have developed. In the event that on-campus sessions need to be reduced, there is the capacity to hold live seminar discussions online and retain timetabled slots","All of the assessments for this module will be submitted and marked online.

There is a formative assessment on this module. It is a 400 word written summary of an article.

Assessment is intended to develop two core skills in History students – written and oral analysis and persuasion – at Stage 1. The portfolio of writing will test student’s abilities in critical reading and analysis: they will produce short summaries and criticisms of key works in historiography over the course of the semester. This ensures that assessment covers the range of the entire module. The presentation tests student’s abilities to a) present and critique complex material in a concise manner and b) to construct persuasive arguments.

Study-abroad, non-Erasmus exchange and Loyola students spending semester 1 only are required to finish their assessment while in Newcastle. Where an exam is present, an alternative form of assessment will be set and where coursework is present, an alternative deadline will be set.  Details of the alternative assessment will be provided by the module leader.",https://www.ncl.ac.uk/,http://www.ncl.ac.uk/mobility/experience-newcastle/humanities/his/,
University of Newcastle,NU,"History, Classics and Archaeology",Africa: History of a Continent,20,Dr Christina Mobley,"This module covers the history of Africa from roughly the dawn of history until the post-colonial period. The module is organized chronologically by region, in order to introduce students to the great diversity of peoples, cultures, and climates that characterize the African continent. In this module, students will learn that Africa was never the “dark continent” that it is often supposed to be. A major focus of the module will be Africa’s engagement with the outside world, including the trans-Saharan trade, Swahili city-states and the Indian Ocean, and Trans-Atlantic trade. The module will stress continuity across time periods in order to highlight the lasting impact of historical processes, especially the slave trade and European colonialism. By privileging interdisciplinary methodologies to recover African voices, ideas, and institutions, students learn how Africans have always been influential historical actors in world history, exploring how they interacted with their neighbors in ways that made sense to them and their communities. 
Module Aims:
•        Introduce students to the African past, especially the way in which Africans influenced, and were influenced by global networks of exchange of people, goods, and ideas.
•        Introduce students to multidisciplinary methods and sources used to recover the African past.
•        Explore the challenges of “doing history” by evaluating historical interpretations.
•        Introduce students to crafting their own arguments about the African past.",,,,,,"Our teaching strategy is based on a flipped classroom. Students are expected to come to class having completed the assigned reading in order to fully participate in active learning, lead by in-classroom activities. Lectures and non-synchronous lecture materials will introduce topics and provide expert orientation and exposition on a broad range of themes and issues, supplemented by the module reading list. In-person lectures will provide opportunities for dialogue, while lecture materials can be reviewed at any time across the week and revisited numerous times afterwards. In the event that on-campus sessions need to be reduced, there is the capacity to present recorded materials asynchronously and retain timetabled slots for live discussion of these materials. 

Seminars are spaces for students to workshop specific case studies, developing the competencies in the multidisciplinary methodologies and analytical skills targeted in the module aims.","Informed by pedagogical research, this course adopts an outcome based assessment model. In order to ensure accessibility to socially and neurologically diverse student population, this course uses scaffolded written assignments to build critical writing skills, facility with the material and historical research. Each written assignment focuses on one skill, allowing students to improve throughout the semester. The formative assessment introduces the skill of crafting an argumentative thesis statement and gives students the opportunity to get feedback on an outline of the second assessment. The second essay develops student understanding of triangulating between multidisciplinary methods and sources. The last essay builds on the argumentative and methodological skills of the first two essays, inviting students to demonstrate the knowledge they have acquired in the module by asking students to trace a global theme across time and space.

Study-abroad, non-Erasmus exchange and Loyola students spending semester 1 only are required to finish their assessment while in Newcastle. Where an exam is present, an alternative form of assessment will be set and where coursework is present, an alternative deadline will be set.  Details of the alternative assessment will be provided by the module leader.",https://www.ncl.ac.uk/,http://www.ncl.ac.uk/mobility/experience-newcastle/humanities/his/,
University of Newcastle,NU,"History, Classics and Archaeology",Oral History and Memory,20,Dr Sarah Campbell,"Memories are living history and over the past seventy years, oral history has transformed the practice of contemporary history in many countries. This module will provide an overview of the historical development of oral history as a research method for historians, develop students’ awareness of memory as a historical source and explore the changing uses of both since the 1950s. Through the use of a theme each year, students will examine the possibilities of using oral history as a way of understanding the past; develop an awareness of the ethical and practical issues involved and develop skills required to research, design, manage and undertake oral history interviews either in person or remotely.

There is a practical oral history project component to this module. You will work as part of a group on a topic related to a theme in contemporary history (there will be a theme each year) and conduct an oral history interview. This element of the module will provide you with experience in interviewing, transcribing, and analysis of oral histories, as well as exploring how they could be used in public histories.

The aims of this module are:
-        To introduce students to the benefits and ethical challenges of using oral history as a methodology;
-        To help students to understand the challenges of combining theory and practice through the first-hand experience of interviewing;
-        To introduce students to recent historical research and to guide them in the analysis of theories and texts;
-        To give students the opportunity to gain in-depth knowledge of recent history;
-        To give students an awareness of recording technologies and transcription;
-        To guide students in planning and accomplishing a successful oral history project.",,,,,,"Lectures impart core knowledge and provide an outline for further knowledge acquisition by the students themselves.Lectures allow students to develop skills in comprehension and note-taking. They explain key historical concepts and identify historical debates and points of contention. They introduce a range of oral testimonies appropriate to the module. Lectures also facilitate the critical appreciation of such sources.

Workshops explore oral history skills, ethics and working with recording equipment. It will be workshop style of working in groups and practising skills. 

Fieldwork allows students to engage reflectively with the practice of oral history and interviewing.

Group activity and project work allows for students in a peer context to articulate and consolidate their understanding of the theme of the module and the practice of oral history.


Seminars allow students to discuss and assimilate understanding of oral history, memory and the specified theme of British history. 

Drop-in surgery will allow students explore and test their knowledge of oral history and social memory prior to assessment.","The project work and its presentation are specifically designed to encourage the students to develop and to test, skills that will be invaluable in collaborative oral history projects and disseminating their results. 

The essay tests intended knowledge and skills outcomes and develops key skills in research, reading and writing in relation to oral history, social memory and the specified theme of British history. Work submitted during the delivery of the module forms a means of determining student progress.

The formative assessment will be practical and will include practising interview skills with peers, doing mock interviews, etc. 

All Erasmus students at Newcastle University are expected to do the same assessment as students registered for a degree.
Study-abroad, non-Erasmus exchange and Loyola students spending semester 1 only are required to finish their assessment while in Newcastle. This will take the form of an alternative assessment, as outlined in the formats below:

Modules assessed by Coursework and Exam:
The normal alternative form of assessment for all semester 1 non-EU study abroad students will be one essay in addition to the other coursework assessment (the length of the essay should be adjusted in order to comply with the assessment tariff); to be submitted no later than 12pm Friday of week 12. The essays should be set so as to assure coverage of the course content to date. 

Modules assessed by Exam only:
The normal alternative form of assessment for all semester 1 non-EU study abroad students will be two 2,000 word written exercises; to be submitted no later than 12pm Friday of week 12.   The essays should be set so as to assure coverage of the course content to date. 

Modules assessed by Coursework only:
All semester 1 non-EU study abroad students will be expected to complete the standard assessment for the module; to be submitted no later than 12pm Friday of week 12.   The essays should be set so as to assure coverage of the course content to date. 

Study-abroad, non-Erasmus exchange and Loyola students spending the whole academic year or semester 2 are required to complete the standard assessment as set out in the MOF under all circumstances.
es.",https://www.ncl.ac.uk/,http://www.ncl.ac.uk/mobility/experience-newcastle/humanities/his/,
University of Newcastle,NU,"History, Classics and Archaeology",Greece from ancient times to the 21st century: Interdisciplinary approaches to the study of the past,20,Professor Violetta Hionidou,"The module will adopt a longue duree approach to the study of Greece. Beginning in the Archaic era, it will encompass Classical, Byzantine, Ottoman, and modern periods. Each of the contributors will explore a specific theme from the perspective of their own academic discipline whether that is ancient, modern or ottoman bringing along the discipline’s concerns and historiography. Focusing on specific themes will allow us to make comparisons over time and to understand how changes can be radical at times but also in some respects how little societies may change over time. The module aims:

•        To encourage the students to examine Greek History from a variety of different perspectives.
•        To encourage students to think about history in the longue durée and in an interdisciplinary way
•        To encourage students to think comparatively and to draw parallels, connections and contrasts between Ancient, Roman, Byzantine, Ottoman, and Modern Greece.
•        To question some of our societal understandings of important concepts such as that of identity
•        To provide an opportunity to acquire a sound general knowledge of the subject, reading widely and critically in the primary and secondary literature associated with it and to develop the capacity for independent study.",,,,,,"Lectures impart core knowledge and an outline of knowledge that students are expected to acquire. They also stimulate development of listening and note-taking skills.
Seminars provide students with an opportunity to participate in discussion and thus to improve their oral communication skills.
The two workshops will be used to offer advice and guidance to students in preparing their assignments.","The  essay tests acquisition of a clear general knowledge of the subject as well as the ability to develop an appropriate topic, gather and synthesize information relevant to that topic, and express complex ideas clearly in written form using appropriate scholarly apparatus. All submitted work will test intended knowledge and skills outcomes and develops key skills in research, reading and writing.

Written exercise (assessed and formative) : This will be a 750 word review of an article/book out of the reading list of the module or a review of a radio/TV program that is relevant (to be agreed with the ML). Such an assignment prepares students in assessing, evaluating and critically discussing other peoples' work.


Study-abroad, non-Erasmus exchange and Loyola students spending semester 1 only are required to finish their assessment while in Newcastle. Where an exam is present, an alternative form of assessment will be set and where coursework is present, an alternative deadline will be set.  Details of the alternative assessment will be provided by the module leader.",https://www.ncl.ac.uk/,http://www.ncl.ac.uk/mobility/experience-newcastle/humanities/his/,
University of Newcastle,NU,"History, Classics and Archaeology",1968: A Global Moment?,20,Dr Matt Perry,"In 1968, in various parts of the globe, seemingly stable governments and regimes were shaken by a wave of protest movements that ostensibly shared more than mere timing. It was a year of seismic social and political change globally. From the anti-Vietnam war and civil rights movements in the United States, student protests and revolutions across Europe, the rise of the New Left, and the emergence of second-wave feminism, the ‘1968 moment’ is central to understanding the second half of the twentieth century. This module will highlight the similarities and differences in the 1968 experience across four key case studies: France, Germany, United States, and Northern Ireland. It will take a thematic approach, intersecting macro- and micro-level analysis and case studies. It will encourage students to consider the ‘1968 years’ as a significant moment between postwar austerity and the Thatcher-Reagan years, and examine whether there is a common 1968 experience or conflicting ideals. By considering the trajectories of activists across the four case studies, including transnational links between them, the module will develop students’ skills in comparative history and their awareness of memory as a historical source.",,,,,,"WORKSHOPS encourage independent study and promote improvements in oral presentation, interpersonal communication, problem-solving skills, research skills and adaptability.

LECTURES enable students to gain a wider sense of historical argument and debate and how such debates operate, which also allows them to develop comparisons between different historiographical debates.

SURGERY TIME: Staff will make themselves available in their offices for four hours over the course of the module to see students individually on issues concerning them, although we expect this will focus on preparation for assessments.","Work submitted during the delivery of the module forms a means of determining the student’s progress. Summative assessment tests knowledge outcomes and develops skills in research and reading.

Students will be expected to prepare for the lectures and seminars by doing specific reading, completing specific tasks and preparing group presentations. Details of this will be provided in the handbook and in seminars.

Summative assessment

Written exercise: a global and transnational source (due week 8)
•        students write an analysis of the Global 68 critically using The Courier (the Newcastle University Students' Union newspaper) as source material. 

Essay: ‘Connected themes’ essay: a comparative essay structured around the themes and documents of the course, due in the assessment period.

Exchanges

All Erasmus students at Newcastle University are expected to do the same assessment as students registered for a degree.
Study-abroad, non-Erasmus exchange and Loyola students spending semester 1 only are required to finish their assessment while in Newcastle. This will take the form of an alternative assessment, as outlined in the formats below:

Modules assessed by Coursework and Exam:
The normal alternative form of assessment for all semester 1 non-EU study abroad students will be one essay in addition to the other coursework assessment (the length of the essay should be adjusted in order to comply with the assessment tariff); to be submitted no later than 12pm Friday of week 12. The essays should be set so as to assure coverage of the course content to date. 

Modules assessed by Exam only:
The normal alternative form of assessment for all semester 1 non-EU study abroad students will be two 2,000 word written exercises; to be submitted no later than 12pm Friday of week 12. The essays should be set so as to assure coverage of the course content to date. 

Modules assessed by Coursework only:
All semester 1 non-EU study abroad students will be expected to complete the standard assessment for the module; to be submitted no later than 12pm Friday of week 12. The essays should be set so as to assure coverage of the course content to date. 

Study-abroad, non-Erasmus exchange and Loyola students spending the whole academic year or semester 2 are required to complete the standard assessment as set out in the MOF under all circumstances.",https://www.ncl.ac.uk/,http://www.ncl.ac.uk/mobility/experience-newcastle/humanities/his/,
